# Undirected graph: ../../data/output/amazon.ungraph.txt
# Amazon
# Nodes: 334863 Edges: 925872
# FromNodeId	ToNodeId
48155	211574
48156	254057
48156	281315
48156	523872
48157	216468
48157	241373
48157	290886
48157	519822
48158	59327
48158	194214
48158	363552
48158	400225
48161	132103
48162	59482
48162	204943
48162	261740
48162	504376
48164	349204
48164	490785
48164	503508
48164	535161
48165	122121
48165	312658
48165	371821
48167	311886
48167	353021
48167	464286
48168	115924
48168	143283
48168	145585
48168	158179
48168	173063
48168	177330
48168	292282
48169	189860
48169	298390
48170	71549
48170	446622
48173	91428
48173	360730
48173	372672
48174	242140
48174	322127
48174	406693
48174	458654
48174	509058
48175	72787
48175	185657
48176	504159
48177	292343
48177	441579
48178	110009
48178	266512
48178	339003
48178	417774
48178	482621
48180	54692
48180	183783
48180	317973
48180	484772
48184	146782
48184	267075
48185	145228
48185	480521
48185	534671
48186	221902
48186	448580
48187	91408
48187	97668
48187	142033
48187	148105
48187	165447
48187	247831
48187	268441
48187	300569
48187	307854
48187	351846
48187	362252
48187	439844
48187	523980
48188	72812
48188	518974
48189	66628
48189	272414
48189	331020
48189	473965
48190	50835
48190	61588
48190	72813
48190	73695
48190	82677
48190	308943
48190	344621
48190	368772
48190	382420
48190	396332
48190	397641
48190	441577
48190	445311
48190	449256
48190	450758
48190	521394
48191	211013
48191	414240
48191	458315
48192	50751
48192	122349
48192	205576
48192	518977
48193	243940
48193	295227
48193	333461
48194	97238
48194	111613
48194	141302
48194	229059
48194	308974
48194	374407
48195	95775
48195	160406
48195	405386
48195	476754
48195	536578
48196	332559
48196	489313
48197	72615
48197	154298
48197	164424
48197	494608
48197	495696
48198	92715
48198	135936
48198	227730
48198	332145
48198	384257
48198	408107
48198	448898
48198	492958
48198	498518
48199	161466
48199	331750
48201	70531
48201	243515
48201	347865
48202	164583
48202	344348
48203	82374
48203	116104
48203	128276
48203	160902
48203	179628
48203	183887
48203	187317
48203	201090
48203	208303
48203	208592
48203	221837
48203	227855
48203	246870
48203	327241
48203	336478
48203	336775
48203	472247
48203	499831
48203	545866
48204	118385
48204	281991
48204	461755
48205	233572
48205	489185
48205	527747
48207	72771
48207	304374
48207	329339
48207	358439
48207	370367
48207	529494
48209	128225
48209	380703
48209	540960
48210	436620
48213	397181
48213	534598
48215	154969
48215	162940
48215	298114
48217	63387
48217	94863
48217	104011
48217	114040
48217	120654
48217	142850
48217	145423
48217	146809
48217	156696
48217	159312
48217	174223
48217	187640
48217	197288
48217	199255
48217	206714
48217	209137
48217	234808
48217	248723
48217	249820
48217	286757
48217	297088
48217	300475
48217	302426
48217	316707
48217	318879
48217	328110
48217	335942
48217	359028
48217	368796
48217	370154
48217	377702
48217	386440
48217	390945
48217	394331
48217	394715
48217	400276
48217	402218
48217	408221
48217	414117
48217	418509
48217	420198
48217	426483
48217	430842
48217	444579
48217	459158
48217	468666
48217	484861
48217	487726
48217	496575
48217	500074
48217	504147
48217	522725
48218	132109
48218	376084
48218	445486
48218	448331
48220	99628
48220	238164
48220	242653
48220	447412
48220	504461
48221	122563
48221	427618
48221	439537
48221	475902
48227	108822
48227	154381
48227	195334
48227	237913
48227	305218
48227	315032
48227	321416
48227	361258
48227	401163
48227	406300
48227	485155
48229	160518
48232	66584
48232	432513
48232	455787
48232	491285
48235	229591
48235	263833
48235	287069
48235	288571
48235	516380
48237	90271
48237	99491
48237	271842
48237	411653
48240	251819
48240	332508
48240	410292
48241	545544
48242	185550
48242	428174
48242	536520
48244	55907
48244	89052
48244	98986
48244	371227
48244	492981
48246	348862
48246	428914
48248	72888
48248	85532
48248	97811
48248	544138
48248	546180
48249	97809
48249	111017
48249	112335
48249	140432
48249	152619
48249	183186
48249	219513
48249	227129
48249	233544
48249	234429
48249	238367
48249	239048
48249	239124
48249	255365
48249	255377
48249	263475
48249	263652
48249	333032
48249	336388
48249	338225
48249	338718
48249	347784
48249	390686
48249	397612
48249	404307
48249	420264
48249	435645
48249	444690
48249	469276
48249	476166
48249	481082
48249	540025
48252	352969
48252	485986
48255	130252
48255	160545
48255	293146
48255	396554
48255	465672
48256	145254
48256	173349
48256	198398
48256	265038
48258	511268
48259	121106
48259	237137
48259	252027
48259	259578
48259	323941
48259	343406
48259	376656
48259	442931
48260	110561
48260	192102
48260	194447
48264	65478
48264	302605
48265	58667
48265	201029
48265	223972
48265	509707
48266	81925
48266	116260
48266	150112
48266	371463
48266	475622
48268	168776
48268	198051
48268	443486
48272	91275
48273	107228
48273	113724
48273	253345
48273	409334
48273	422309
48273	523626
48274	55287
48274	181165
48274	190462
48274	266166
48274	280670
48274	290594
48274	357153
48274	531346
48275	286190
48275	486398
48275	529382
48276	101970
48276	203616
48276	205763
48276	278733
48276	475895
48279	115916
48279	271645
48279	375354
48282	95368
48282	145968
48282	334888
48282	373610
48282	393249
48283	211287
48283	234640
48283	271601
48284	63534
48284	90352
48284	123814
48284	292427
48284	489444
48286	58606
48288	105495
48288	203644
48288	376895
48288	451607
48289	154778
48289	209717
48289	210075
48289	364914
48289	422472
48289	484927
48289	488635
48290	424302
48291	406489
48291	412144
48291	467913
48295	64765
48295	115385
48295	180948
48295	317224
48295	358826
48296	148309
48296	163600
48296	169119
48296	376919
48296	390807
48296	533706
48298	98641
48298	402682
48299	69879
48299	117054
48299	493014
48299	524088
48300	64347
48300	199875
48300	280587
48300	419701
48300	423980
48300	539492
48301	425210
48303	543384
48304	311335
48304	530467
48305	116994
48305	147322
48305	163846
48305	341038
48305	475933
48305	524632
48308	88745
48308	196037
48308	372527
48308	484626
48309	56475
48309	83151
48309	114311
48309	175179
48309	265521
48309	282119
48309	542836
48309	542988
48309	543090
48309	543098
48309	543102
48309	543179
48309	544040
48311	93706
48311	195752
48311	329648
48311	359043
48311	377716
48311	443651
48311	494535
48314	161899
48314	177183
48314	220437
48314	247924
48314	356372
48314	486097
48319	168201
48319	249218
48319	516230
48321	183418
48321	318281
48321	404646
48323	65836
48323	127900
48323	172585
48323	181466
48323	193614
48323	198715
48323	261071
48323	264818
48323	298182
48323	302675
48323	419128
48323	492152
48323	512675
48326	197665
48326	315593
48326	353350
48326	533669
48327	402058
48328	57768
48328	438245
48328	495934
48328	537681
48331	180888
48331	218824
48331	268369
48332	66570
48332	116888
48332	156901
48333	256018
48333	323725
48333	330719
48333	468539
48334	215672
48334	265998
48334	293859
48334	300438
48334	307446
48334	419481
48336	49599
48336	65214
48336	68685
48336	137633
48336	228672
48336	273813
48336	280319
48336	313594
48336	323350
48336	361141
48336	473743
48336	483490
48337	57630
48337	232355
48337	262874
48338	194447
48339	113209
48339	131804
48339	389750
48340	405403
48340	430146
48340	452788
48340	493034
48341	89450
48341	351708
48341	444270
48341	530862
48342	90026
48342	411155
48342	427879
48342	435119
48342	435121
48342	435123
48342	435125
48342	435128
48342	435167
48342	435172
48342	459345
48342	459346
48342	459356
48342	466091
48342	482165
48342	484959
48342	485006
48343	248722
48343	418070
48343	454061
48344	103113
48344	157224
48344	322277
48344	404989
48344	498640
48344	526449
48345	269188
48345	295418
48345	387227
48345	417969
48345	496491
48345	541563
48346	87019
48346	337593
48346	498353
48347	128833
48347	172633
48347	316586
48347	316817
48347	318598
48347	416562
48347	461591
48348	65699
48348	85681
48348	87063
48348	105761
48348	165278
48348	195250
48348	336049
48348	360232
48348	405181
48348	426562
48348	449641
48348	459731
48348	532827
48349	69448
48349	255473
48349	387721
48350	502906
48351	83230
48351	116592
48351	160194
48351	279354
48351	372866
48351	376279
48351	447735
48353	71940
48353	221347
48353	359989
48353	476416
48354	92718
48354	339477
48354	349962
48354	529684
48355	386188
48359	60779
48359	119275
48359	153173
48359	183951
48359	184707
48359	419830
48359	433145
48359	454538
48359	465101
48359	474184
48363	93902
48363	101060
48363	122493
48363	125671
48363	150190
48363	179680
48363	191199
48363	204535
48363	271686
48363	313453
48363	387524
48363	416378
48365	54972
48365	108904
48365	127066
48365	219633
48365	236274
48365	262035
48365	313988
48365	319147
48365	424199
48365	489622
48365	519480
48365	520766
48367	108358
48367	132938
48367	200856
48367	397416
48368	109054
48368	319227
48369	50129
48369	54228
48369	85607
48369	177869
48369	219569
48369	229180
48369	239549
48369	266151
48369	277850
48369	321471
48369	359013
48369	402846
48369	418723
48369	532713
48371	120233
48371	212034
48371	304320
48371	445920
48371	515200
48374	112661
48374	118477
48374	483612
48375	58828
48375	461934
48375	501415
48377	97306
48377	541501
48379	67255
48379	88899
48379	180035
48379	341399
48380	172271
48380	421803
48380	519466
48381	133680
48381	258717
48381	290587
48381	544379
48382	129837
48382	245339
48382	312933
48382	382844
48382	394610
48382	406705
48382	499359
48382	509998
48382	535332
48384	92745
48384	177513
48384	389397
48384	485168
48384	501174
48385	410794
48386	197675
48386	197678
48386	294731
48386	335993
48386	509571
48386	537966
48387	133262
48387	133350
48387	203754
48387	421992
48390	547039
48390	547151
48392	375326
48392	378386
48392	414327
48392	535696
48393	90363
48393	350505
48393	384088
48393	397583
48393	412555
48393	494476
48393	520100
48394	254829
48394	537472
48395	94624
48395	315352
48395	316267
48395	362183
48395	371862
48396	188765
48396	291216
48396	492127
48396	528497
48397	63175
48397	140239
48397	161317
48397	190364
48397	198996
48397	228595
48397	255801
48397	334230
48398	155565
48398	210271
48398	276669
48398	516189
48402	423748
48402	479557
48403	65422
48403	201246
48403	282574
48403	338162
48403	430273
48404	163321
48404	244388
48404	488865
48404	528596
48404	536229
48406	103312
48406	140899
48406	175073
48406	185917
48406	346480
48406	481464
48406	486533
48407	129832
48407	146513
48407	310873
48408	116508
48408	446639
48410	53506
48410	98316
48410	268077
48410	299973
48410	465179
48410	465217
48412	174937
48412	316526
48413	73083
48413	353526
48413	440074
48413	472417
48413	534469
48414	162659
48416	248903
48416	277722
48416	293311
48416	400297
48416	467515
48416	481987
48418	119805
48418	123920
48418	155989
48418	202896
48418	221851
48418	261286
48418	263012
48418	354162
48418	403191
48418	435868
48420	323480
48420	371760
48420	419458
48420	510457
48421	154595
48421	194904
48421	461348
48423	84168
48423	149977
48423	199393
48423	202644
48423	222652
48423	224107
48423	228603
48423	282532
48423	304852
48423	420501
48424	114072
48424	188886
48424	275398
48424	297572
48424	305542
48424	313155
48424	344116
48424	381926
48424	410351
48424	411955
48424	496325
48425	82015
48425	182267
48425	360364
48425	395676
48425	403226
48431	100347
48431	109276
48431	131455
48431	161886
48431	263935
48431	301402
48431	306361
48431	346199
48431	390439
48431	391027
48431	414261
48431	417902
48431	434577
48431	471554
48431	474279
48431	500588
48431	508825
48434	273263
48434	327191
48434	545232
48438	123773
48438	388671
48439	180176
48439	212710
48439	324111
48439	406704
48440	193272
48440	217563
48440	240325
48440	383682
48441	226102
48441	375213
48441	375219
48441	531365
48442	143093
48442	191685
48443	124296
48445	283031
48446	415000
48447	339458
48447	455502
48447	524295
48447	533572
48448	302342
48448	351716
48448	418605
48448	519124
48449	98468
48449	162449
48449	293453
48450	56262
48450	215500
48450	370794
48453	340454
48453	457118
48453	507549
48454	48740
48454	144339
48454	174774
48454	472859
48454	492725
48456	98060
48456	122618
48457	313573
48459	67838
48459	112043
48459	311626
48459	418795
48459	463811
48459	485041
48459	485298
48459	521108
48460	205211
48460	222074
48464	425999
48466	167559
48466	188702
48466	257974
48466	317002
48466	323209
48467	73128
48467	199507
48467	416423
48467	540659
48474	478983
48475	81797
48475	98814
48475	160658
48475	272835
48475	366041
48476	283240
48477	448097
48479	423395
48479	476723
48480	104789
48480	335667
48480	456386
48481	310745
48481	323292
48481	364411
48481	372471
48482	152435
48482	344513
48482	443169
48482	516481
48483	73151
48483	92442
48483	231894
48483	333146
48483	386654
48483	403601
48483	492781
48483	503263
48483	518534
48485	214074
48485	228203
48485	280117
48485	458325
48487	102787
48488	102940
48488	252116
48488	326052
48488	421926
48489	61665
48489	234454
48489	484385
48491	175952
48491	243953
48491	544481
48492	156734
48492	365715
48492	378846
48492	519595
48493	77084
48493	206678
48493	377516
48493	424902
48494	81406
48494	340124
48494	416283
48496	64455
48496	112756
48496	203216
48496	235374
48496	254947
48496	256642
48496	306710
48496	346706
48496	351421
48496	437488
48496	443085
48496	454570
48496	460047
48496	530517
48498	82279
48498	140619
48498	181886
48498	250496
48498	271049
48498	281564
48498	308211
48498	409629
48499	91254
48499	343117
48499	477050
48499	484604
48500	104747
48500	415619
48500	434179
48502	143681
48502	213707
48502	254751
48504	72476
48504	79706
48504	131611
48504	468238
48505	73126
48505	202121
48505	419624
48505	428412
48505	485292
48506	80206
48506	98132
48506	100551
48506	122291
48506	127507
48506	202233
48506	259456
48506	301155
48506	311212
48506	352928
48506	448361
48506	468518
48508	181007
48508	219209
48508	243145
48508	318378
48508	486135
48508	488783
48509	73337
48509	86370
48509	147886
48512	113415
48512	119421
48512	326489
48512	407043
48512	482254
48518	152898
48518	269255
48518	410380
48521	172701
48521	425181
48523	54060
48524	55162
48524	61845
48524	150501
48524	292417
48524	465789
48525	204142
48525	232326
48525	288889
48525	395231
48525	444652
48526	103751
48526	110677
48526	469379
48526	543497
48528	80942
48528	167923
48528	248117
48528	286354
48528	309557
48528	318883
48529	192909
48529	350189
48529	475004
48529	535204
48530	321808
48531	399453
48531	408800
48531	485743
48531	515160
48532	200788
48532	233196
48532	260817
48532	334429
48532	447949
48532	478086
48534	211696
48534	443679
48534	459921
48534	522652
48535	269950
48535	511268
48537	305972
48537	327366
48537	410473
48537	500281
48538	52421
48538	77321
48538	100584
48538	104919
48538	126420
48538	150279
48538	158796
48538	176748
48538	180615
48538	243348
48538	304129
48538	305937
48538	356649
48538	374963
48538	379628
48538	392526
48538	397235
48538	420735
48538	434853
48538	487187
48538	500691
48538	514071
48538	516209
48538	523853
48539	93408
48539	127233
48539	177183
48539	325230
48539	328723
48539	416581
48540	272247
48541	402645
48541	430320
48541	454301
48541	520457
48542	98418
48542	126184
48542	200667
48542	390996
48542	433362
48542	438641
48542	444456
48542	462922
48542	481513
48542	494020
48542	501204
48542	519197
48542	536302
48545	158185
48545	514031
48546	73355
48546	218630
48546	273396
48546	350593
48546	397638
48546	421204
48549	172825
48549	172827
48549	331740
48549	331741
48549	336383
48550	73233
48550	133069
48550	213093
48550	238783
48550	253868
48550	254385
48550	273712
48550	368011
48550	391925
48550	501400
48550	519200
48550	525564
48551	395240
48552	73237
48552	77643
48552	147247
48552	186285
48552	215194
48552	223711
48552	376388
48552	477680
48552	521156
48555	56909
48555	246010
48555	293831
48555	428895
48556	99717
48556	108864
48556	194176
48556	408971
48556	418371
48556	519933
48558	76043
48558	184170
48558	332262
48559	324096
48559	465400
48560	132486
48560	301285
48560	368902
48560	474441
48560	536807
48561	170636
48561	488180
48561	491313
48563	71789
48563	112489
48563	136999
48563	256820
48563	290443
48563	525599
48565	170489
48565	185957
48565	209388
48565	227127
48565	346995
48565	370475
48567	433777
48567	449736
48567	502761
48567	539674
48569	54811
48569	319874
48569	398864
48569	494932
48569	538459
48570	83001
48570	98205
48570	137258
48570	268875
48570	387675
48571	71767
48571	96687
48571	303733
48571	333193
48571	449528
48571	518395
48573	135456
48573	138502
48573	177135
48573	234159
48573	272295
48573	301394
48573	367951
48575	91135
48575	329284
48575	383470
48575	434212
48575	462193
48575	486387
48576	140742
48576	358769
48576	408910
48576	522889
48577	139760
48577	183625
48577	286411
48580	138158
48580	181333
48580	205924
48580	532563
48582	94156
48582	132571
48582	222358
48582	468226
48585	174559
48585	540768
48586	160631
48590	379935
48591	81267
48591	135368
48591	166198
48591	215422
48591	301203
48591	504074
48591	520184
48591	544282
48592	225049
48592	229489
48592	444172
48592	479051
48593	59361
48593	96198
48593	115491
48593	153879
48593	237757
48593	462364
48593	506236
48594	89432
48594	220636
48594	492863
48595	250449
48595	327030
48595	449236
48596	280076
48596	378648
48596	516158
48597	211095
48597	244153
48597	495614
48598	274361
48599	74333
48599	150273
48599	151420
48599	190850
48599	192710
48599	200884
48599	224567
48599	295052
48599	348908
48599	358826
48599	359244
48599	399630
48599	399969
48599	447832
48599	515414
48601	62509
48601	81465
48601	367598
48601	422034
48604	103514
48604	153040
48604	207415
48604	308634
48604	315795
48604	339606
48604	389675
48604	513187
48604	527681
48606	169450
48606	255906
48609	305168
48609	443859
48609	461068
48609	468153
48609	520272
48609	534594
48611	115428
48611	129708
48611	140528
48611	168119
48611	170553
48611	181936
48611	193340
48611	205878
48611	230582
48611	289267
48611	319792
48611	331535
48611	420562
48611	425662
48611	481499
48611	519880
48611	524005
48615	189630
48615	199783
48615	443245
48615	448126
48615	467516
48616	73257
48616	274832
48616	281424
48616	360800
48616	410410
48616	420662
48616	537620
48617	247747
48617	261633
48617	338383
48617	348480
48620	48622
48620	430104
48620	461256
48620	478404
48620	510437
48620	516546
48620	520791
48622	135290
48622	430104
48622	461247
48622	461256
48622	478404
48622	516546
48624	218418
48624	242814
48625	73317
48625	193294
48625	292502
48627	66647
48627	155864
48627	165125
48627	205662
48627	359726
48629	220385
48629	229867
48629	260806
48629	542829
48630	330151
48630	418767
48630	439205
48631	144749
48631	545066
48631	545935
48632	317811
48632	324663
48632	514894
48634	243028
48634	262426
48634	376708
48634	414196
48634	441251
48634	450858
48635	90486
48635	121442
48635	388428
48635	484156
48635	513189
48636	55484
48636	55487
48636	109278
48636	259948
48639	100806
48640	169828
48640	209499
48640	212458
48641	56407
48641	162550
48641	174357
48641	277812
48641	317947
48641	352513
48641	453427
48641	518981
48642	508890
48645	427083
48645	450106
48646	206217
48646	308684
48646	508835
48648	100244
48648	264578
48648	354318
48648	490508
48649	172454
48649	215662
48649	249799
48649	501571
48650	210657
48650	239327
48650	264550
48650	298171
48650	507809
48651	168812
48651	198200
48651	199308
48651	202013
48651	262821
48651	300945
48651	339034
48651	431947
48655	132572
48655	136788
48655	148166
48655	224844
48655	404876
48655	533751
48656	202317
48656	353779
48656	517550
48657	115305
48657	148854
48657	314651
48659	114759
48659	137487
48659	184231
48659	252337
48659	363684
48659	443811
48659	470804
48660	204485
48660	249757
48660	451421
48660	454797
48660	457230
48660	467776
48660	542928
48661	196337
48661	358005
48665	72266
48665	263483
48665	276600
48665	532269
48665	544285
48667	182045
48667	182966
48667	346132
48667	533985
48668	55571
48668	101922
48668	228511
48668	358445
48669	306381
48669	485039
48669	515668
48670	347843
48670	410200
48671	250196
48671	259007
48671	363179
48672	236707
48672	251697
48672	493250
48672	494870
48672	541153
48673	181204
48673	253020
48675	72114
48678	142732
48678	470125
48678	528270
48680	131207
48680	470964
48680	519754
48681	114756
48681	148266
48681	192119
48681	476158
48681	508162
48682	61912
48682	123700
48682	260308
48682	382426
48682	519301
48685	163516
48685	450974
48686	58719
48686	232799
48686	345329
48686	421012
48686	481004
48687	63232
48687	85725
48687	110591
48687	512860
48688	500196
48690	70375
48690	100133
48690	139670
48690	191213
48690	215331
48690	283815
48690	435490
48690	486141
48692	519128
48693	130284
48693	399184
48693	431367
48696	81952
48696	98451
48696	147509
48696	247509
48696	417923
48698	183387
48698	318047
48698	498261
48699	291117
48699	313521
48699	370406
48700	79590
48700	100400
48700	105095
48700	186810
48700	312547
48700	324537
48700	416663
48700	465557
48702	211098
48702	221487
48702	330890
48702	370248
48707	101556
48707	132735
48707	213108
48707	295286
48707	346834
48707	437907
48707	491344
48707	547102
48708	92942
48708	176050
48708	265073
48709	54999
48709	59309
48709	221968
48709	371068
48710	399380
48710	438676
48710	530588
48711	244620
48711	438453
48711	470043
48711	479009
48712	436116
48712	500803
48713	70130
48713	275012
48713	344075
48713	387819
48714	360469
48714	497036
48714	505186
48716	162096
48717	193356
48717	201026
48718	87932
48718	111172
48718	342327
48718	413416
48718	452077
48718	543788
48720	111172
48720	136209
48720	136211
48720	359267
48721	342327
48721	368855
48721	532597
48724	88160
48724	166006
48725	68989
48725	113104
48725	373933
48725	514391
48728	123752
48728	172471
48728	216383
48728	333596
48728	434632
48730	338129
48731	130271
48732	91644
48732	139591
48732	314794
48732	423262
48733	60896
48734	88875
48734	99298
48734	156089
48734	174074
48734	490307
48734	531118
48735	248527
48735	264954
48735	269063
48735	458412
48735	482496
48736	201807
48736	303284
48736	328087
48736	451419
48738	425774
48738	499376
48740	168204
48742	81354
48742	122941
48742	245965
48742	444628
48742	510463
48743	310880
48743	464319
48743	511006
48744	122927
48744	290085
48744	346942
48744	353188
48744	463343
48744	499075
48744	532057
48745	84324
48745	123009
48745	151798
48745	230485
48745	244565
48745	269074
48745	289410
48745	293577
48745	317087
48746	73372
48746	122881
48746	327046
48746	411077
48746	426197
48746	468692
48746	513028
48747	79617
48747	183899
48747	229166
48747	369280
48747	525980
48747	540251
48749	191131
48749	248727
48749	254969
48749	349053
48749	413240
48749	440477
48750	289813
48752	64016
48752	465071
48752	493456
48754	128726
48754	209145
48754	349488
48754	434646
48754	445186
48754	467250
48754	468163
48756	54941
48756	264979
48756	325778
48756	350831
48757	105175
48757	429788
48759	69552
48759	78884
48760	103748
48760	175393
48760	312527
48760	499792
48760	532042
48762	264828
48762	267585
48762	372486
48762	397799
48763	89390
48763	134552
48763	448923
48763	476424
48764	260536
48765	73839
48765	102324
48765	417495
48767	154879
48767	200875
48767	205743
48767	268971
48767	283512
48767	301358
48767	390810
48767	459658
48767	476873
48769	78463
48769	95117
48769	278591
48769	459318
48769	521984
48770	68409
48770	70297
48770	166987
48770	169752
48770	215730
48773	398680
48773	419491
48773	516446
48774	535779
48774	548091
48776	146730
48776	333500
48776	508970
48777	77780
48777	91668
48777	220838
48777	227914
48777	253312
48777	333431
48777	358960
48777	387791
48777	401329
48777	406395
48777	442014
48777	449392
48777	480550
48777	481436
48777	485027
48777	504175
48777	533014
48778	54054
48778	56622
48778	85628
48778	93330
48778	177143
48778	181364
48778	186487
48778	188763
48778	199918
48778	250105
48778	265810
48778	280010
48778	284025
48778	307700
48778	373049
48778	384700
48778	391822
48778	497619
48779	66893
48779	362767
48779	386614
48779	457740
48781	98576
48781	182006
48781	210566
48789	66932
48789	313238
48789	508054
48791	162009
48791	225436
48791	250209
48791	426991
48791	503217
48792	144700
48792	267337
48793	150461
48793	179805
48793	398765
48793	510597
48794	355105
48795	233542
48795	254669
48795	284850
48795	327035
48795	423679
48797	72378
48797	180790
48797	249116
48797	376543
48797	431396
48797	457356
48797	520357
48798	197862
48798	253338
48798	284758
48798	301494
48798	310451
48798	324955
48798	345803
48798	367646
48798	371596
48798	419863
48798	441636
48798	505998
48798	532658
48799	139117
48799	223592
48799	251093
48799	364869
48799	537066
48799	546150
48803	49455
48803	218196
48803	420831
48803	519128
48804	223715
48804	308106
48804	341927
48804	373624
48804	433104
48804	457155
48805	72888
48805	85532
48805	544138
48805	546180
48805	547583
48807	119157
48807	143826
48807	423086
48807	439797
48809	60585
48809	76718
48809	77274
48809	136518
48809	156465
48809	241791
48809	273000
48809	290253
48809	297185
48809	364332
48809	391227
48809	433750
48809	450867
48809	506095
48809	518608
48809	524383
48811	56128
48811	384100
48811	392543
48811	475042
48813	164848
48813	304549
48813	378225
48813	421532
48814	201557
48814	331867
48814	493580
48814	493591
48815	71938
48815	135937
48815	138586
48815	235408
48815	257765
48815	412381
48815	435544
48815	439705
48815	453143
48815	491652
48815	535792
48816	118288
48816	127893
48816	149488
48816	164295
48816	190281
48816	320008
48816	483809
48816	533790
48817	144480
48817	185649
48817	290704
48817	476245
48819	68100
48819	142997
48819	167890
48819	359253
48819	416917
48819	534925
48820	63403
48820	285700
48820	319516
48820	381300
48820	429954
48820	481096
48822	452099
48822	528241
48824	124170
48824	178838
48824	213114
48824	285024
48824	463680
48825	188821
48825	260559
48825	402729
48825	424292
48825	493529
48825	523198
48826	74473
48826	259427
48826	324990
48826	384077
48826	394555
48826	500716
48828	237186
48828	240862
48828	376673
48828	445893
48833	138449
48833	144703
48833	253726
48833	302093
48833	530797
48835	517193
48836	54903
48836	64478
48836	73483
48836	79071
48836	129357
48836	197730
48836	235058
48836	298411
48836	360599
48836	362471
48836	394173
48836	414479
48836	420411
48836	519325
48836	537921
48839	102580
48839	123652
48839	147536
48839	497813
48842	142362
48842	229589
48842	261572
48842	457653
48842	528673
48844	51803
48844	70839
48844	71821
48844	72024
48844	73150
48844	79585
48844	95656
48844	120236
48844	123087
48844	145691
48844	147584
48844	180471
48844	200874
48844	215815
48844	217764
48844	220799
48844	230139
48844	232903
48844	235626
48844	249598
48844	297529
48844	313528
48844	329395
48844	336549
48844	343137
48844	346368
48844	349076
48844	353290
48844	358495
48844	365819
48844	367758
48844	371945
48844	377485
48844	383517
48844	406651
48844	433647
48844	457812
48844	469176
48844	502979
48844	504419
48844	512182
48844	538097
48844	541717
48845	67999
48845	453890
48846	165367
48846	288181
48846	414646
48846	420778
48846	528504
48849	48909
48849	109394
48849	238557
48849	491417
48850	310279
48850	519224
48851	78353
48851	219372
48851	293056
48851	357137
48851	421986
48851	477803
48851	479434
48851	479446
48853	50367
48853	172733
48853	172734
48853	177836
48853	478874
48853	538347
48854	299876
48855	172737
48855	177836
48855	478874
48859	253151
48859	277252
48859	312635
48859	461342
48860	72406
48860	101701
48860	348689
48860	352176
48860	410369
48862	176316
48862	210012
48862	232781
48862	258104
48862	291468
48862	360446
48862	419702
48862	473821
48862	537819
48863	131334
48863	147799
48863	176983
48863	204360
48863	268609
48863	388602
48863	504725
48863	523862
48864	366355
48864	388487
48865	123216
48865	451847
48867	54484
48867	59466
48867	70765
48867	70859
48867	78452
48867	81413
48867	84216
48867	96541
48867	128768
48867	137185
48867	177033
48867	211995
48867	224402
48867	259182
48867	273520
48867	274317
48867	289934
48867	297360
48867	372011
48867	393388
48867	445391
48867	455301
48867	486461
48867	511338
48867	522689
48867	546358
48867	547508
48867	547602
48867	548112
48867	548318
48867	548322
48869	72277
48869	181161
48869	190895
48869	196996
48869	242755
48869	269197
48869	349542
48869	419558
48869	423890
48869	441499
48869	485229
48869	508265
48869	520382
48869	522792
48869	534616
48869	539020
48869	544097
48869	546031
48869	546208
48869	547156
48869	547272
48869	548243
48871	83766
48871	408089
48871	446972
48873	151980
48873	210904
48873	296085
48873	414669
48873	546663
48873	547255
48873	547751
48873	547767
48873	547832
48874	58463
48874	63817
48874	80885
48874	85212
48874	106827
48874	111632
48874	118691
48874	202751
48874	250561
48874	292017
48874	316603
48874	325094
48874	375943
48874	393873
48874	470747
48874	472170
48875	88479
48875	262724
48875	421650
48875	449814
48875	473822
48875	487354
48877	122725
48877	324361
48877	514317
48879	108505
48879	164708
48879	290026
48879	425271
48881	67485
48881	269951
48881	274645
48881	381847
48881	421169
48883	53925
48883	143781
48883	148470
48883	398514
48883	412321
48884	61443
48884	145367
48884	159925
48884	271986
48884	372998
48885	156169
48885	217856
48885	287809
48885	407253
48885	519262
48886	162372
48886	332627
48886	347377
48886	407479
48886	518442
48886	521010
48888	302360
48888	522775
48889	70226
48889	230316
48889	262301
48889	266151
48889	313299
48889	359013
48890	50204
48890	58218
48890	86492
48890	99363
48890	149933
48890	153383
48890	194827
48890	195352
48890	203770
48890	311815
48890	312918
48890	372208
48890	419107
48890	446361
48890	504126
48890	516281
48890	516616
48891	63710
48891	426797
48891	513655
48893	122228
48893	293358
48893	521221
48894	449575
48894	475878
48894	541965
48895	453893
48895	495167
48895	533772
48896	273381
48896	332450
48897	112377
48897	207049
48897	215548
48897	506828
48899	223513
48899	478326
48899	501994
48899	541015
48900	331190
48900	333858
48900	398171
48903	220001
48903	221351
48903	223310
48903	238504
48904	123444
48904	249482
48904	298464
48904	425210
48907	178999
48907	482786
48908	74279
48908	143958
48908	152627
48908	164040
48908	174061
48908	182028
48908	257232
48908	281596
48908	340636
48908	463327
48908	523945
48909	109394
48909	238557
48909	491417
48910	174689
48910	217168
48910	381624
48910	422773
48910	425222
48913	120078
48913	299283
48913	360541
48913	528963
48914	259242
48914	317368
48914	428531
48916	154969
48916	189094
48916	194396
48916	248519
48916	419178
48916	473257
48916	539195
